42,35,46,46,10,6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,2
35,46,46,10,6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,2
46,46,10,6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,2
46,10,6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,2
10,6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,2
6,68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,2
68,6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,2
6,14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,2
14,35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,2
35,10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,2
10,6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,2
6,37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,2
37,9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,2
9,35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,2
35,24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,2
24,23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,2
23,6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,2
6,26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,2
26,34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,2
34,24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,2
24,44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,2
44,34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,2
34,22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,2
22,43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,2
43,38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,2
38,8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,2
8,44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,2
44,6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,2
6,59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,2
59,6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,2
6,14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,2
14,24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,2
24,8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,2
8,52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,2
52,52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,2
52,8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,2
8,25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,2
25,13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,2
13,6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,2
6,51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,2
51,34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,2
34,35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,2
35,22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,2
22,23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,2
23,29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,2
29,13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,2
13,6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,2
6,42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,2
42,35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,2
35,24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,2
24,34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,2
34,61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,2
61,35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,2
35,22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,2
22,6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,2
6,42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,2
42,35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,2
35,46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,2
46,46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,2
46,10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,2
10,13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,2
13,6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,2
6,49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,2
49,52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,2
52,34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,2
34,8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,2
8,29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,2
29,66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,2
66,66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,2
66,66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,2
66,6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,2
6,42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,2
42,35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,2
35,44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,2
44,23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,2
23,6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,2
6,49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,2
49,46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,2
46,35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,2
35,27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,2
27,9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,2
9,6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,2
6,41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,2
41,25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,2
25,6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,2
6,37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,2
37,23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,2
23,24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,2
24,31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,23,2
31,34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,23,12,2
34,57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,23,12,25,2
57,23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,23,12,25,6,2
23,25,6,58,8,29,29,23,24,10,6,45,23,31,34,23,12,25,6,36,2
